xbrl_name,formatted_name
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_AUDMember,Bank Mandiri (Persero) Tbk - AUD - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_AUDMember,Bank Mandiri (Persero) Tbk - AUD - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_CADMember,"Bank Mandiri (Persero) Tbk - CAD - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_CADMember,Bank Mandiri (Persero) Tbk - CAD - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_CADMember,Bank Mandiri (Persero) Tbk - CAD - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_CADMember,Bank Mandiri (Persero) Tbk - CAD - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_CNYMember,"Bank Mandiri (Persero) Tbk - CNY - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_CNYMember,Bank Mandiri (Persero) Tbk - CNY - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_CNYMember,Bank Mandiri (Persero) Tbk - CNY - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_CNYMember,Bank Mandiri (Persero) Tbk - CNY - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_EURMember,"Bank Mandiri (Persero) Tbk - EUR - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_EURMember,Bank Mandiri (Persero) Tbk - EUR - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_EURMember,Bank Mandiri (Persero) Tbk - EUR - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_EURMember,Bank Mandiri (Persero) Tbk - EUR - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_HKDMember,"Bank Mandiri (Persero) Tbk - HKD - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_HKDMember,Bank Mandiri (Persero) Tbk - HKD - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_HKDMember,Bank Mandiri (Persero) Tbk - HKD - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_HKDMember,Bank Mandiri (Persero) Tbk - HKD - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_GBPMember,"Bank Mandiri (Persero) Tbk - GBP - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_GBPMember,Bank Mandiri (Persero) Tbk - GBP - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_GBPMember,Bank Mandiri (Persero) Tbk - GBP - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_GBPMember,Bank Mandiri (Persero) Tbk - GBP - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_JPYMember,"Bank Mandiri (Persero) Tbk - JPY - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_JPYMember,Bank Mandiri (Persero) Tbk - JPY - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_JPYMember,Bank Mandiri (Persero) Tbk - JPY - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_JPYMember,Bank Mandiri (Persero) Tbk - JPY - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_SGDMember,"Bank Mandiri (Persero) Tbk - SGD - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_SGDMember,Bank Mandiri (Persero) Tbk - SGD - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_SGDMember,Bank Mandiri (Persero) Tbk - SGD - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_SGDMember,Bank Mandiri (Persero) Tbk - SGD - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_THBMember,"Bank Mandiri (Persero) Tbk - THB - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_THBMember,Bank Mandiri (Persero) Tbk - THB - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_THBMember,Bank Mandiri (Persero) Tbk - THB - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_THBMember,Bank Mandiri (Persero) Tbk - THB - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_USDMember,"Bank Mandiri (Persero) Tbk - USD - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_USDMember,Bank Mandiri (Persero) Tbk - USD - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_USDMember,Bank Mandiri (Persero) Tbk - USD - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_USDMember,Bank Mandiri (Persero) Tbk - USD - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankMandiriPerseroTbkMember_OtherCurrencyMember,"Bank Mandiri (Persero) Tbk - Mata uang lainnya - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankMandiriPerseroTbkMember_OtherCurrencyMember,Bank Mandiri (Persero) Tbk - Mata uang lainnya - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankMandiriPerseroTbkMember_OtherCurrencyMember,Bank Mandiri (Persero) Tbk - Mata uang lainnya - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankMandiriPerseroTbkMember_OtherCurrencyMember,Bank Mandiri (Persero) Tbk - Mata uang lainnya - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankSyariahIndonesiaTbkMember_IDRMember,"Bank Syariah Indonesia Tbk - IDR - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankSyariahIndonesiaTbkMember_IDRMember,Bank Syariah Indonesia Tbk - IDR - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankSyariahIndonesiaTbkMember_IDRMember,Bank Syariah Indonesia Tbk - IDR - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankSyariahIndonesiaTbkMember_IDRMember,Bank Syariah Indonesia Tbk - IDR - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankSyariahIndonesiaTbkMember_AUDMember,"Bank Syariah Indonesia Tbk - AUD - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankSyariahIndonesiaTbkMember_AUDMember,Bank Syariah Indonesia Tbk - AUD - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankSyariahIndonesiaTbkMember_AUDMember,Bank Syariah Indonesia Tbk - AUD - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankSyariahIndonesiaTbkMember_AUDMember,Bank Syariah Indonesia Tbk - AUD - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankSyariahIndonesiaTbkMember_CADMember,"Bank Syariah Indonesia Tbk - CAD - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankSyariahIndonesiaTbkMember_CADMember,Bank Syariah Indonesia Tbk - CAD - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankSyariahIndonesiaTbkMember_CADMember,Bank Syariah Indonesia Tbk - CAD - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankSyariahIndonesiaTbkMember_CADMember,Bank Syariah Indonesia Tbk - CAD - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankSyariahIndonesiaTbkMember_CNYMember,"Bank Syariah Indonesia Tbk - CNY - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankSyariahIndonesiaTbkMember_CNYMember,Bank Syariah Indonesia Tbk - CNY - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankSyariahIndonesiaTbkMember_CNYMember,Bank Syariah Indonesia Tbk - CNY - Bunga utang bank jangka panjang
InterestRateTypeForShortTermBankLoan_BankSyariahIndonesiaTbkMember_CNYMember,Bank Syariah Indonesia Tbk - CNY - Jenis bunga utang bank jangka panjang
ShortTermBankLoanAmountInForeignCurrency_BankSyariahIndonesiaTbkMember_EURMember,"Bank Syariah Indonesia Tbk - EUR - Utang bank, nilai dalam mata uang asing"
DueDateForShortTermBankLoan_BankSyariahIndonesiaTbkMember_EURMember,Bank Syariah Indonesia Tbk - EUR - Jatuh tempo utang bank jangka panjang
InterestRateForShortTermBankLoan_BankSyariahIndonesiaTbkMember_EURMember,Bank Syariah Indonesia Tbk - EUR - Bunga utang bank jangka panjang
